,clean_message
1950,it be n't busi at all and now we know whi .
1951,the tabl outsid be also dirti a lot of the time and the worker be not alway friendli and help with the menu .
1952,"the ambianc here do not feel like a buffet set , but more of a douchey indoor garden for tea and biscuit ."
1953,con : spotti servic .
1954,"the fri be not hot , and neither be my burger ."
1955,but then they come back cold .
1956,"then our food come out , disappoint ensu ."
1957,the real disappoint be our waiter .
1958,my husband say she be veri rude ... do not even apolog for the bad food or anyth .
1959,the onli reason to eat here would be to fill up befor a night of bing drink just to get some carb in your stomach .
1960,"insult , profound deuchebaggeri , and have to go outsid for a smoke break while serv just to solidifi it ."
1961,if someon order two taco do n't ' you think it may be part of custom servic to ask if it be combo or ala cart ?
1962,she be quit disappoint although some blame need to be place at her door .
1963,after all the rave review i could n't wait to eat here ...... what a disappoint !
1964,del taco be pretti nasti and should be avoid if possibl .
1965,it 's not hard to make a decent hamburg .
1966,but i do n't like it .
1967,hell no will i go back
1968,we 've have get a much good servic from the pizza place next door than the servic we receiv from thi restaur .
1969,"i do n't know what the big deal be about thi place , but i wo n't be back `` ya'al `` ."
1970,i immedi say i want to talk to the manag but i do not want to talk to the guy who be do shot of firebal behind the bar .
1971,the ambianc be n't much good .
1972,"unfortun , it onli set u up for disapppoint with our entre ."
1973,the food be n't good .
1974,"your server suck , wait , correct , our server heimer suck ."
1975,what happen next be pretti .... off put .
1976,"too bad caus i know it 's famili own , i realli want to like thi place ."
1977,overpric for what you be get .
1978,i vomit in the bathroom mid lunch .
1979,"i keep look at the time and it have soon becom 35 minut , yet still no food ."
1980,"i have be to veri few place to eat that under no circumst would i ever return to , and thi top the list ."
1981,we start with the tuna sashimi which be brownish in color and obvious be n't fresh .
1982,food be below averag .
1983,it sure do beat the nacho at the movi but i would expect a littl bit more come from a restaur .
1984,"all in all , ha long bay be a bit of a flop ."
1985,the problem i have be that they charg $ 11.99 for a sandwich that be no big than a subway sub ( which offer good and more amount of veget ) .
1986,shrimp- when i unwrap it ( i live onli 1/2 a mile from brushfir ) it be liter ice cold .
1987,"it lack flavor , seem undercook , and dri ."
1988,it realli be impress that the place have n't close down .
1989,i would avoid thi place if you be stay in the mirag .
1990,the refri bean that come with my meal be dri out and crusti and the food be bland .
1991,spend your money and time some place els .
1992,a ladi at the tabl next to u find a live green caterpillar in her salad .
1993,the present of the food be aw .
1994,i ca n't tell you how disappoint i be .
1995,i think food should have flavor and textur and both be lack .
1996,appetit instantli go .
1997,overal i be not impress and would not go back .
1998,"the whole experi be underwhelm , and i think we 'll just go to ninja sushi next time ."
1999,"then , a if i have n't wast enough of my life there , they pour salt in the wound by draw out the time it take to bring the check ."
2000,so there be no way for me to plug it in here in the u unless i go by a convert .
2001,"good case , excel valu ."
2002,great for the jawbon .
2003,tie to charger for convers last more than 45 minutes.major problem ! !
2004,the mic be great .
2005,i have to jiggl the plug to get it to line up right to get decent volum .
2006,"if you have sever dozen or sever hundr contact , then imagin the fun of send each of them one by one ."
2007,if you be razr owner ... you must have thi !
2008,"needless to say , i wast my money ."
2009,what a wast of money and time ! .
2010,and the sound qualiti be great .
2011,he be veri impress when go from the origin batteri to the extend batteri .
2012,if the two be seper by a mere 5+ ft i start to notic excess static and garbl sound from the headset .
2013,veri good qualiti though
2014,"the design be veri odd , a the ear `` clip `` be not veri comfort at all ."
2015,highli recommend for ani one who have a blue tooth phone .
2016,i advis everyon do not be fool !
2017,so far so good ! .
2018,work great ! .
2019,it click into place in a way that make you wonder how long that mechan would last .
2020,"i go on motorola 's websit and follow all direct , but could not get it to pair again ."
2021,i buy thi to use with my kindl fire and absolut love it !
2022,the commerci be the most mislead .
2023,i have yet to run thi new batteri below two bar and that 's three day without charg .
2024,i buy it for my mother and she have a problem with the batteri .
2025,great pocket pc / phone combin .
2026,i 've own thi phone for 7 month now and can say that it 's the best mobil phone i 've have .
2027,i do n't think that the instruct provid be help to me .
2028,peopl couldnt hear me talk and i have to pull out the earphon and talk on the phone .
2029,do n't hold charg .
2030,"thi be a simpl littl phone to use , but the breakag be unaccept ."
2031,thi product be ideal for peopl like me whose ear be veri sensit .
2032,it be unus in a move car at freeway speed .
2033,i have two more year leav in thi contract and i hate thi phone .
2034,car charger as well a ac charger be includ to make sure you never run out of juice.highi recommend
2035,you need at least 3 min to get to your phone book from the time you first turn on the phone.batteri life be short .
2036,it have keep up veri well .
2037,poor talk time perform .
2038,the case be great and work fine with the 680 .
2039,worthless product .
2040,"it have a great camera that 2mp , and the pic be nice and clear with great pictur qualiti ."
2041,i be not impress by thi product .
2042,nice headset price right .
2043,i onli hear garbag for audio .
2044,excel bluetooth headset .
2045,it have all the featur i want
2046,who in their right mind be gon na buy thi batteri ? .
2047,after argu with verizon regard the drop call we return the phone after two day .
2048,thi case seem well make .
2049,disappoint with batteri .
2050,not loud enough and do n't turn on like it should .
2051,good protect and do not make phone too bulki .
2052,a usabl keyboard actual turn a pda into a real-world use machin instead of just a neat gadget .
2053,thi phone be pretti sturdi and i 've never have ani larg problem with it .
2054,i love thi thing !
2055,everyth about it be fine and reason for the price i.e .
2056,veri disappoint .
2057,i even drop thi phone into a stream and it be submerg for 15 second and it still work great !
2058,i have be veri happi with the 510 and have have no complaint from ani one regard my sound qualiti on their end .
2059,the button for on and off be bad .
2060,essenti you can forget microsoft 's tech support .
2061,"i realli recommend thi facepl sinc it look veri nice , eleg and cool ."
2062,these headphon be a great find - and i think they be perhap the best purchas i 've make in the last sever year - serious .
2063,buy a differ phone - but not thi .
2064,you have to hold the phone at a particular angl for the other parti to hear you clearli .
2065,the one big drawback of the mp3 player be that the button on the phone 's front cover that let you paus and skip song lock out after a few second .
2066,"a week later after i activ it , it suddenli die ."
2067,it feel more comfort than most headset becaus i wear glass and that get in the way sometim .
2068,great for ipod too .
2069,thi devic be great in sever situations:1 . )
2070,mic do n't work .
2071,"even in my bmw 3 seri which be fairli quiet , i have troubl hear what the other person be say ."
2072,great choic !
2073,nice dock station for home or work .
2074,thi be a beauti phone .
2075,love thi product .
2076,do not buy for d807 ... wrongli advertis for d807 .
2077,thi be a great littl item .
2078,"i love thi phone , it be veri handi and have a lot of featur ."
2079,i purchas thi and within 2 day it be no long work ! ! ! ! ! ! ! ! !
2080,i wear it everyday and it hold up veri well .
2081,not a good bargain .
2082,"well packag , arriv on time , and work as intend ."
2083,the batteri run down quickli .
2084,"thi item work great , but it break after 6 month of use ."
2085,the headset be easi to use and everyon love them .
2086,thi phone work great .
2087,the construct of the headset be poor .
2088,product be excel and work well than the verizon one and boy be it cheap !
